Title	Dathub URL	Last Updated	Domain
DBkWik	https://old.datahub.io/dataset/dbkwik	2017-07-28	Cross_domain
Gemeinsame Normdatei (GND)	https://old.datahub.io/dataset/dnb-gemeinsame-normdatei	2017-07-21	Cross_domain
Muninn World War I	https://old.datahub.io/dataset/muninn-world-war-i	2017-06-22	Cross_domain
DBpedia	https://old.datahub.io/dataset/dbpedia	2017-06-20	Cross_domain
Imagesnippets Image Descriptions	https://old.datahub.io/dataset/imagesnippets	2017-06-14	Cross_domain
WebIsALOD	https://old.datahub.io/dataset/webisalod	2017-06-14	Cross_domain
Enipedia - Energy Industry Data	https://old.datahub.io/dataset/enipedia	2016-07-30	Cross_domain
Uberblic.org	https://old.datahub.io/dataset/uberblic	2016-07-30	Cross_domain
Alpine Ski Racers of Austria	https://old.datahub.io/dataset/austrian_ski_racers	2016-07-30	Cross_domain
YAGO	https://old.datahub.io/dataset/yago	2016-07-30	Cross_domain
Linked Open Vocabularies (LOV)	https://old.datahub.io/dataset/linked-open-vocabularies-lov	2016-07-30	Cross_domain
OpenCalais	https://old.datahub.io/dataset/opencalais	2016-07-30	Cross_domain
Linked Open Numbers	https://old.datahub.io/dataset/linked-open-numbers	2016-07-30	Cross_domain
iServe: Linked Services Registry	https://old.datahub.io/dataset/iserve	2016-07-30	Cross_domain
ProductDB	https://old.datahub.io/dataset/productdb	2016-07-30	Cross_domain
dbpedia lite	https://old.datahub.io/dataset/dbpedia-lite	2016-07-30	Cross_domain
Educational programs - SISVU	https://old.datahub.io/dataset/educationalprograms_sisvu	2016-07-30	Cross_domain
DBpedia in Greek	https://old.datahub.io/dataset/dbpedia-el	2016-07-30	Cross_domain
Italian Museums	https://old.datahub.io/dataset/museums-in-italy	2016-07-30	Cross_domain
mEducator: Linked Educational Resources	https://old.datahub.io/dataset/meducator	2016-07-30	Cross_domain
URIBurner	https://old.datahub.io/dataset/uriburner	2016-07-30	Cross_domain
Product Types Ontology	https://old.datahub.io/dataset/productontology	2016-07-30	Cross_domain
Freebase	https://old.datahub.io/dataset/freebase	2016-07-30	Cross_domain
Social Semantic Web Thesaurus	https://old.datahub.io/dataset/socialsemweb-thesaurus	2016-07-30	Cross_domain
SmartLink: Linked Services Non-Functional Properties	https://old.datahub.io/dataset/smartlink	2016-07-30	Cross_domain
Open Data Thesaurus	https://old.datahub.io/dataset/open-data-thesaurus	2016-07-30	Cross_domain
UMBEL (Upper Mapping and Binding Exchange Layer)	https://old.datahub.io/dataset/umbel	2016-07-30	Cross_domain
DBpedia in Portuguese	https://old.datahub.io/dataset/dbpedia-pt	2016-07-30	Cross_domain
Temple ov thee Lemur	https://old.datahub.io/dataset/temple-ov-thee-lemur-datasets	2016-07-30	Cross_domain
LinkLion - A Link Repository for the Web of Data	https://old.datahub.io/dataset/linklion	2016-07-30	Cross_domain
Web Science Conference (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-webscience	2016-07-30	Cross_domain
School of Electronics and Computer Science, University of Southampton	https://old.datahub.io/dataset/rkb-explorer-ecs	2016-07-30	Cross_domain
COLINDA - Conference Linked Data	https://old.datahub.io/dataset/colinda	2016-07-30	Cross_domain
DBpedia in Spanish	https://old.datahub.io/dataset/dbpedia-es	2016-07-30	Cross_domain
W3C	https://old.datahub.io/dataset/w3c	2016-07-30	Cross_domain
DBpedia in Dutch	https://old.datahub.io/dataset/dbpedia-nl	2016-07-30	Cross_domain
vulnerapedia	https://old.datahub.io/dataset/vulnerapedia	2016-07-30	Cross_domain
DBpedia in Japanese	https://old.datahub.io/dataset/dbpedia-ja	2016-07-30	Cross_domain
Nobel Prizes	https://old.datahub.io/dataset/nobelprizes	2016-07-30	Cross_domain
provenanceweb	https://old.datahub.io/dataset/provenanceweb	2015-08-04	Cross_domain
Europeana SPARQL	https://old.datahub.io/dataset/europeana-sparql	2015-01-16	Cross_domain
Learning Analytics and Knowledge (LAK) Dataset	https://old.datahub.io/dataset/lak-dataset	2014-12-15	Cross_domain
RDFLicense	https://old.datahub.io/dataset/rdflicense	2014-08-12	Cross_domain
AEMET metereological dataset	https://old.datahub.io/dataset/aemet	2014-07-28	Cross_domain
Instance Hub (all)	https://old.datahub.io/dataset/twc-hub	2013-10-10	Cross_domain
Semantic CrunchBase	https://old.datahub.io/dataset/semsol-crunchbase	2013-10-10	Cross_domain
sandrart.net	https://old.datahub.io/dataset/sandrart-net	2013-10-10	Cross_domain
Polymath Virtual Library (Authority data) - Fundación Ignacio Larramendi	https://old.datahub.io/dataset/polymath-virtual-library	2013-10-10	Cross_domain
Linked Open Colors	https://old.datahub.io/dataset/loc	2013-10-10	Cross_domain
intervalue	https://old.datahub.io/dataset/intervalue	2013-10-10	Cross_domain
GoogleArt wrapper	https://old.datahub.io/dataset/googleart-wrapper	2013-10-10	Cross_domain
Global Hunger Index (2011)	https://old.datahub.io/dataset/global-hunger-index-2011	2013-10-10	Cross_domain
DBpedia in French	https://old.datahub.io/dataset/dbpedia-fr	2013-10-10	Cross_domain
ThIST	https://old.datahub.io/dataset/thist	2017-06-21	Geography
Geographic Names Information System (GNIS)	https://old.datahub.io/dataset/geographic-names-information-system-gnis	2017-06-16	Geography
Fishes of Texas	https://old.datahub.io/dataset/fishes-of-texas	2016-07-30	Geography
Yahoo Geoplanet RDF	https://old.datahub.io/dataset/yahoo_geoplanet	2016-07-30	Geography
GeoWordNet	https://old.datahub.io/dataset/geowordnet	2016-07-30	Geography
EARTh	https://old.datahub.io/dataset/environmental-applications-reference-thesaurus	2016-07-30	Geography
Weather Stations	https://old.datahub.io/dataset/los_metar	2016-07-30	Geography
Ocean Drilling - Janus Age Models	https://old.datahub.io/dataset/oceandrilling-janusamp	2016-07-30	Geography
Ocean Drilling - Codices	https://old.datahub.io/dataset/oceandrilling-codices	2016-07-30	Geography
lobid-organisations	https://old.datahub.io/dataset/lobid-organisations	2016-07-30	Geography
Linked Sensor Data (Kno.e.sis)	https://old.datahub.io/dataset/knoesis-linked-sensor-data	2016-07-30	Geography
Accommodations in Piedmont (LinkedOpenData.it)	https://old.datahub.io/dataset/grrp	2016-07-30	Geography
Scottish Mountaineering Council Journals Issues 1-36	https://old.datahub.io/dataset/data-incubator-smcjournals	2016-07-30	Geography
Climb Dataincubator	https://old.datahub.io/dataset/data-incubator-climb	2016-07-30	Geography
Airport data from Our Airports published as RDF	https://old.datahub.io/dataset/data-incubator-our-airports	2016-07-30	Geography
UK Postcodes	https://old.datahub.io/dataset/uk-postcodes	2016-07-30	Geography
RDFizing and Interlinking the EuroStat Data Set Effort	https://old.datahub.io/dataset/riese	2016-07-30	Geography
Telegraphis Linked Data	https://old.datahub.io/dataset/telegraphis	2016-07-30	Geography
NUTS (GeoVocab)	https://old.datahub.io/dataset/nuts-geovocab	2016-07-30	Geography
Geological Survey of Austria (GBA) - Thesaurus	https://old.datahub.io/dataset/geological-survey-of-austria-thesaurus	2016-07-30	Geography
OSM Semantic Network	https://old.datahub.io/dataset/osm-semantic-network	2016-07-30	Geography
oceandrilling-borehole	https://old.datahub.io/dataset/oceandrilling-borehole	2016-07-30	Geography
greek-administrative-geography	https://old.datahub.io/dataset/greek-administrative-geography	2016-07-30	Geography
FAO geopolitical ontology	https://old.datahub.io/dataset/fao-geopolitical-ontology	2016-07-30	Geography
The Getty Thesaurus of Geographic Names	https://old.datahub.io/dataset/getty-tgn	2015-06-24	Geography
Linked Logainm	https://old.datahub.io/dataset/linked-logainm	2015-01-30	Geography
Linked Crowdsourced Data	https://old.datahub.io/dataset/linkedcrowdsourceddata	2014-11-04	Geography
OpenMobileNetwork	https://old.datahub.io/dataset/openmobilenetwork	2014-11-03	Geography
Near	https://old.datahub.io/dataset/near	2013-10-23	Geography
The View From	https://old.datahub.io/dataset/the-view-from	2013-10-10	Geography
Pleiades	https://old.datahub.io/dataset/pleiades	2013-10-10	Geography
Ocean Drilling - dbSEABED	https://old.datahub.io/dataset/oceandrilling-dbseabed	2013-10-10	Geography
Ocean Drilling - Forams	https://old.datahub.io/dataset/oceandrilling-forams	2013-10-10	Geography
Ocean Drilling - Janus LOD	https://old.datahub.io/dataset/oceandrilling-janus	2013-10-10	Geography
Norwegian geo-divisions	https://old.datahub.io/dataset/norwegian-geo-divisions	2013-10-10	Geography
LinkedGeoData	https://old.datahub.io/dataset/linkedgeodata	2013-10-10	Geography
Accommodations in Tuscany (LinkedOpenData.it)	https://old.datahub.io/dataset/grrt	2013-10-10	Geography
GeoLinkedData	https://old.datahub.io/dataset/geolinkeddata	2013-10-10	Geography
EEA Vocabularies	https://old.datahub.io/dataset/eea-vocabularies	2013-10-10	Geography
Linked Taiwan Geo-Names	https://old.datahub.io/dataset/linked-taiwan-geo-names	2017-06-19	Government
QBOAirbase	https://old.datahub.io/dataset/qboairbase	2017-06-15	Government
Institutions of public power of the Czech Republic	https://old.datahub.io/dataset/cz-ovm	2017-05-11	Government
EPA-CDR	https://old.datahub.io/dataset/epa-cdr	2017-04-18	Government
EPA-SRS	https://old.datahub.io/dataset/epa-srs	2017-04-18	Government
EPA-RCRA	https://old.datahub.io/dataset/epa-rcra	2017-04-18	Government
EPA-FRS	https://old.datahub.io/dataset/epa-frs	2017-04-18	Government
EPA-TRI	https://old.datahub.io/dataset/epa-tri	2017-04-18	Government
Registry of territorial identification, addresses and real estate of the Czech Republic	https://old.datahub.io/dataset/cz-ruian	2017-04-17	Government
Summary types of Czech institutions of public power	https://old.datahub.io/dataset/cz-souhrnne-typy-ovm	2017-04-10	Government
GovAgriBus Denmark	https://old.datahub.io/dataset/govagribus-denmark	2017-03-05	Government
U.S. Securities and Exchange Commission Corporate Ownership RDF Data (rdfabout)	https://old.datahub.io/dataset/sec-rdfabout	2016-07-30	Government
Web NDL Authorities - National Diet Library of Japan	https://old.datahub.io/dataset/national-diet-library-authorities	2016-07-30	Government
reference.data.gov.uk	https://old.datahub.io/dataset/reference-data-gov-uk	2016-07-30	Government
ESD Standards: Controlled lists for the UK public sector	https://old.datahub.io/dataset/esd-standards	2016-07-30	Government
Institutions and Bodies of the European Union	https://old.datahub.io/dataset/eu-institutions	2016-07-30	Government
Street level crime reports for England and Wales	https://old.datahub.io/dataset/rkb-explorer-crime	2016-07-30	Government
statistics.data.gov.uk	https://old.datahub.io/dataset/statistics-data-gov-uk	2016-07-30	Government
Traffic Scotland	https://old.datahub.io/dataset/traffic-scotland	2016-07-30	Government
TWC: Linking Open Government Data	https://old.datahub.io/dataset/twc-logd	2016-07-30	Government
Renewable Energy Generators	https://old.datahub.io/dataset/renewable_energy_generators	2016-07-30	Government
EnAKTing Mortality Dataset	https://old.datahub.io/dataset/enakting-mortality	2016-07-30	Government
EnAKTing Population Dataset	https://old.datahub.io/dataset/enakting-population	2016-07-30	Government
National Diet Library of Japan subject headings	https://old.datahub.io/dataset/national-diet-library-subject-headings	2016-07-30	Government
European Employment Services (EURES)	https://old.datahub.io/dataset/fu-berlin-eures	2016-07-30	Government
EnAKTing Energy Dataset	https://old.datahub.io/dataset/enakting-energy	2016-07-30	Government
Hellenic Police	https://old.datahub.io/dataset/hellenic-police	2016-07-30	Government
OpenEI - Open Energy Info	https://old.datahub.io/dataset/open-energy-info-wiki	2016-07-30	Government
Finnish municipalities and regional classifications	https://old.datahub.io/dataset/finnish-municipalities	2016-07-30	Government
Open Election Data Project	https://old.datahub.io/dataset/open-election-data-project	2016-07-30	Government
EU: fintrans.publicdata.eu	https://old.datahub.io/dataset/beneficiaries-of-the-european-commission	2016-07-30	Government
Rechtspraak.nl	https://old.datahub.io/dataset/rechtspraak	2016-07-30	Government
transport.data.gov.uk	https://old.datahub.io/dataset/transport-data-gov-uk	2016-07-30	Government
Metoffice Weather Forecasts	https://old.datahub.io/dataset/data-incubator-metoffice	2016-07-30	Government
patents.data.gov.uk	https://old.datahub.io/dataset/patents-data-gov-uk	2016-07-30	Government
Linking Italian University Statistics Project	https://old.datahub.io/dataset/loius	2016-07-30	Government
Linked Eurostat (OntologyCentral)	https://old.datahub.io/dataset/linked-eurostat	2016-07-30	Government
education.data.gov.uk	https://old.datahub.io/dataset/education-data-gov-uk	2016-07-30	Government
NASA Space Flight & Astronaut data in RDF	https://old.datahub.io/dataset/data-incubator-nasa	2016-07-30	Government
research.data.gov.uk	https://old.datahub.io/dataset/research-data-gov-uk	2016-07-30	Government
Linked EDGAR (OntologyCentral)	https://old.datahub.io/dataset/linked-edgar	2016-07-30	Government
GovWILD - Government Web Integration for Linked Data	https://old.datahub.io/dataset/government-web-integration-for-linked-data	2016-07-30	Government
GovTrack.us U.S Congress Legislative Data	https://old.datahub.io/dataset/govtrack	2016-07-30	Government
EnAKTing CO2 Emission Dataset	https://old.datahub.io/dataset/enakting-co2emission	2016-07-30	Government
Linked Clean Energy Data (reegle.info)	https://old.datahub.io/dataset/clean-energy-data-reegle	2016-07-30	Government
Eurostat in RDF (FU Berlin)	https://old.datahub.io/dataset/fu-berlin-eurostat	2016-07-30	Government
ISTAT Immigration (LinkedOpenData.it)	https://old.datahub.io/dataset/istat-immigration	2016-07-30	Government
EnAKTing NHS Dataset	https://old.datahub.io/dataset/enakting-nhs	2016-07-30	Government
UK Legislation	https://old.datahub.io/dataset/uk-legislation-api	2016-07-30	Government
National Radioactivity Stat as Linked Data	https://old.datahub.io/dataset/japan-radioactivity-stat	2016-07-30	Government
Linked Open Data of Ecology	https://old.datahub.io/dataset/linked-open-data-of-ecology	2016-07-30	Government
DataGovIE - Irish Government Data	https://old.datahub.io/dataset/data-gov-ie	2016-07-30	Government
Hellenic Fire Brigade	https://old.datahub.io/dataset/hellenic-fire-brigade	2016-07-30	Government
GEneral Multilingual Environmental Thesaurus	https://old.datahub.io/dataset/gemet	2016-07-30	Government
OpenCorporates - The Open Database Of The Corporate World	https://old.datahub.io/dataset/opencorporates	2016-07-30	Government
business.data.gov.uk	https://old.datahub.io/dataset/business-data-gov-uk	2016-07-30	Government
Community R&D Information Service (CORDIS) (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-cordis	2016-07-30	Government
Openly Local :: Making Local Government More Transparent	https://old.datahub.io/dataset/openlylocal	2016-07-30	Government
Community Research and Development Information Service (CORDIS)	https://old.datahub.io/dataset/fu-berlin-cordis	2016-07-30	Government
opendatacommunities-dev-local-authority-services	https://old.datahub.io/dataset/opendatacommunities-dev-local-authority-services	2016-07-30	Government
opendatacommunities-societal-wellbeing-deprivation-imd-rank-la-2010	https://old.datahub.io/dataset/opendatacommunities-societal-wellbeing-deprivation-imd-rank-la-2010	2016-07-30	Government
opendatacommunities-societal-wellbeing-deprivation-imd-score-2010	https://old.datahub.io/dataset/opendatacommunities-societal-wellbeing-deprivation-imd-score-2010	2016-07-30	Government
opendatacommunities-households-projections-totalhouseolds	https://old.datahub.io/dataset/opendatacommunities-households-projections-totalhouseolds	2016-07-30	Government
opendatascotland-graph-education-pupils-by-school-and-datazone	https://old.datahub.io/dataset/opendatascotland-graph-education-pupils-by-school-and-datazone	2016-07-30	Government
Transparency International Linked Data	https://old.datahub.io/dataset/transparency-linked-data	2016-07-30	Government
opendatacommunities-homelessness-households-accommodated-temporary-housing-types	https://old.datahub.io/dataset/opendatacommunities-homelessness-households-accommodated-temporary-housing-types	2016-07-30	Government
opendatacommunities-societal-wellbeing-deprivation-imd-income-rank-la-2010	https://old.datahub.io/dataset/opendatacommunities-societal-wellbeing-deprivation-imd-income-rank-la-2010	2016-07-30	Government
Australian Climate Observations Reference Network - Surface Air Temperature Dataset	https://old.datahub.io/dataset/acorn-sat	2016-07-30	Government
opendatacommunities-imd-environment-rank-2010	https://old.datahub.io/dataset/opendatacommunities-imd-environment-rank-2010	2016-07-30	Government
opendatacommunities-societal-wellbeing-deprivation-imd-education-rank-la-2010	https://old.datahub.io/dataset/opendatacommunities-societal-wellbeing-deprivation-imd-education-rank-la-2010	2016-07-30	Government
opendatacommunities-transparency-impact-indicators-affordable-housing-starts	https://old.datahub.io/dataset/opendatacommunities-transparency-impact-indicators-affordable-housing-starts	2016-07-30	Government
EIONET RDF Data	https://old.datahub.io/dataset/eionet-rdf	2016-07-30	Government
